Trade #,Type,Date and time,Signal,Price USDT,Size (qty),Size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
178,Entry long,12/18/2020 14:30,BUY,104.2700,109.0902,11374.8386,190.91,0.19,305.45,0.31,-117.82,-0.12,14136.23,14.14
179,Exit long,12/20/2020 15:45,EXIT_LONG,116.9800,100.3484,11738.7513,325.13,0.33,542.88,0.54,-24.08,-0.02,14461.36,14.46
179,Entry long,12/20/2020 13:30,BUY,113.7400,100.3484,11413.6226,325.13,0.33,542.88,0.54,-24.08,-0.02,14461.36,14.46
180,Exit long,12/20/2020 15:45,EXIT_LONG,116.9800,100.3051,11733.6964,319.97,0.32,537.64,0.54,-2.01,-0,14781.33,14.78
180,Entry long,12/20/2020 13:45,BUY,113.7900,100.3051,11413.7230,319.97,0.32,537.64,0.54,-2.01,-0,14781.33,14.78
181,Exit long,12/21/2020 00:15,EXIT_LONG,116.1200,102.0732,11852.7415,374.61,0.37,392.98,0.39,-18.37,-0.02,15155.94,15.16
181,Entry long,12/20/2020 22:15,BUY,112.4500,102.0732,11478.1328,374.61,0.37,392.98,0.39,-18.37,-0.02,15155.94,15.16
182,Exit long,12/21/2020 13:30,EXIT_LONG,107.3800,102.1611,10970.0537,-545.54,-0.55,114.42,0.11,-1267.82,-1.27,14610.40,14.61
182,Entry long,12/21/2020 09:00,BUY,112.7200,102.1611,11515.5937,-545.54,-0.55,114.42,0.11,-1267.82,-1.27,14610.40,14.61
183,Exit long,12/21/2020 13:30,EXIT_LONG,107.3800,102.9177,11051.2988,-454.90,-0.45,136.88,0.14,-1182.52,-1.18,14155.50,14.16
183,Entry long,12/21/2020 09:15,BUY,111.8000,102.9177,11506.1949,-454.90,-0.45,136.88,0.14,-1182.52,-1.18,14155.50,14.16
184,Exit long,12/21/2020 13:30,EXIT_LONG,107.3800,102.5507,11011.8993,-503.52,-0.50,86.14,0.09,-1228.56,-1.23,13651.98,13.65
184,Entry long,12/21/2020 09:30,BUY,112.2900,102.5507,11515.4234,-503.52,-0.50,86.14,0.09,-1228.56,-1.23,13651.98,13.65
185,Exit long,12/22/2020 09:00,EXIT_LONG,102.4900,112.7388,11554.5989,189.40,0.19,335.96,0.34,-277.34,-0.28,13841.38,13.84
185,Entry long,12/22/2020 07:45,BUY,100.8100,112.7388,11365.1977,189.40,0.19,335.96,0.34,-277.34,-0.28,13841.38,13.84
186,Exit long,12/22/2020 09:00,EXIT_LONG,102.4900,113.5959,11642.4402,286.26,0.29,433.94,0.43,-184.03,-0.18,14127.64,14.13
186,Entry long,12/22/2020 08:15,BUY,99.9700,113.5959,11356.1786,286.26,0.29,433.94,0.43,-184.03,-0.18,14127.64,14.13
187,Exit long,12/22/2020 09:00,EXIT_LONG,102.4900,114.0831,11692.3734,349.09,0.35,497.40,0.50,-94.69,-0.09,14476.73,14.48
187,Entry long,12/22/2020 08:30,BUY,99.4300,114.0831,11343.2792,349.09,0.35,497.40,0.50,-94.69,-0.09,14476.73,14.48
188,Exit long,12/23/2020 12:45,EXIT_LONG,109.5900,110.4988,12109.5611,661.89,0.66,1037.58,1.04,-116.02,-0.12,15138.62,15.14
188,Entry long,12/23/2020 11:15,BUY,103.6000,110.4988,11447.6734,661.89,0.66,1037.58,1.04,-116.02,-0.12,15138.62,15.14
189,Exit long,12/23/2020 12:45,EXIT_LONG,109.5900,110.2138,12078.3256,627.12,0.63,1001.84,1,-59.52,-0.06,15765.74,15.77
189,Entry long,12/23/2020 12:15,BUY,103.9000,110.2138,11451.2093,627.12,0.63,1001.84,1,-59.52,-0.06,15765.74,15.77
190,Exit long,12/23/2020 23:00,EXIT_LONG,104.6900,115.0867,12048.4294,471.86,0.47,703.18,0.70,-616.86,-0.62,16237.59,16.24
190,Entry long,12/23/2020 22:15,BUY,100.5900,115.0867,11576.5738,471.86,0.47,703.18,0.70,-616.86,-0.62,16237.59,16.24
191,Exit long,12/23/2020 23:00,EXIT_LONG,104.6900,115.6157,12103.8078,532.99,0.53,765.38,0.77,-124.86,-0.12,16770.58,16.77
191,Entry long,12/23/2020 22:30,BUY,100.0800,115.6157,11570.8194,532.99,0.53,765.38,0.77,-124.86,-0.12,16770.58,16.77
192,Exit long,12/27/2020 13:45,EXIT_LONG,131.0300,91.0918,11935.7589,258.70,0.26,620.34,0.62,-574.79,-0.57,17029.28,17.03
192,Entry long,12/27/2020 11:45,BUY,128.1900,91.0918,11677.0582,258.70,0.26,620.34,0.62,-574.79,-0.57,17029.28,17.03
193,Exit long,12/27/2020 13:45,EXIT_LONG,131.0300,92.4161,12109.2839,450.99,0.45,817.88,0.82,-167.27,-0.17,17480.27,17.48
193,Entry long,12/27/2020 12:15,BUY,126.1500,92.4161,11658.2933,450.99,0.45,817.88,0.82,-167.27,-0.17,17480.27,17.48
194,Exit long,12/27/2020 13:45,EXIT_LONG,131.0300,92.3091,12095.2587,432.93,0.43,799.40,0.80,-72,-0.07,17913.20,17.91
